CMDLINE /opt/conda/bin/python dim_redu.py
MEM 3074.980469 1725504178.0647
MEM 3075.238281 1725504178.1650
MEM 3088.128906 1725504178.2652
MEM 3103.339844 1725504178.3654
MEM 3103.339844 1725504178.4657
MEM 3103.339844 1725504178.5660
MEM 3160.308594 1725504178.6662
MEM 3160.308594 1725504178.7664
MEM 3074.980469 1725504178.8666
MEM 3075.367188 1725504178.9668
MEM 3103.339844 1725504179.0670
MEM 3103.339844 1725504179.1673
MEM 3103.339844 1725504179.2676
MEM 3160.312500 1725504179.3679
MEM 3160.312500 1725504179.4682
MEM 3074.980469 1725504179.5684
MEM 3075.367188 1725504179.6687
MEM 3095.992188 1725504179.7690
MEM 3103.339844 1725504179.8694
MEM 3103.339844 1725504179.9696
MEM 3103.339844 1725504180.0698
MEM 3160.312500 1725504180.1700
MEM 3074.980469 1725504180.2704
MEM 3075.238281 1725504180.3709
MEM 3081.554688 1725504180.4713
MEM 3103.339844 1725504180.5717
MEM 3103.339844 1725504180.6721
MEM 3103.339844 1725504180.7725
MEM 3107.339844 1725504180.8730
MEM 3160.312500 1725504180.9734
MEM 3074.980469 1725504181.0738
MEM 3074.980469 1725504181.1741
MEM 3076.785156 1725504181.2745
MEM 3103.339844 1725504181.3747
MEM 3103.339844 1725504181.4750
MEM 3103.339844 1725504181.5752
MEM 3103.339844 1725504181.6755
MEM 3160.312500 1725504181.7757
MEM 3074.980469 1725504181.8759
MEM 3077.042969 1725504181.9761
MEM 3103.339844 1725504182.0764
MEM 3103.339844 1725504182.1766
MEM 3103.339844 1725504182.2768
MEM 3160.312500 1725504182.3770
MEM 3074.980469 1725504182.4772
MEM 3074.980469 1725504182.5775
MEM 3078.332031 1725504182.6777
MEM 3103.339844 1725504182.7778
MEM 3103.339844 1725504182.8780
MEM 3103.339844 1725504182.9782
MEM 3115.339844 1725504183.0784
MEM 3160.312500 1725504183.1785
MEM 3074.980469 1725504183.2788
MEM 3074.980469 1725504183.3790
MEM 3080.781250 1725504183.4792
MEM 3103.339844 1725504183.5794
MEM 3103.339844 1725504183.6796
MEM 3103.339844 1725504183.7799
MEM 3160.312500 1725504183.8801
MEM 3074.980469 1725504183.9803
MEM 3074.980469 1725504184.0805
MEM 3082.199219 1725504184.1807
MEM 3103.339844 1725504184.2809
MEM 3103.339844 1725504184.3811
MEM 3103.339844 1725504184.4812
MEM 3160.312500 1725504184.5814
MEM 3074.980469 1725504184.6817
MEM 3074.980469 1725504184.7819
MEM 3079.492188 1725504184.8823
MEM 3103.339844 1725504184.9825
MEM 3103.339844 1725504185.0827
MEM 3103.339844 1725504185.1829
MEM 3103.339844 1725504185.2830
MEM 3160.312500 1725504185.3832
MEM 3074.980469 1725504185.4834
MEM 3074.980469 1725504185.5836
MEM 3077.945312 1725504185.6838
MEM 3103.339844 1725504185.7840
MEM 3103.339844 1725504185.8842
MEM 3103.339844 1725504185.9844
MEM 3113.339844 1725504186.0846
MEM 3160.312500 1725504186.1848
MEM 3074.980469 1725504186.2850
MEM 3077.171875 1725504186.3852
MEM 3103.339844 1725504186.4855
MEM 3103.339844 1725504186.5857
MEM 3103.339844 1725504186.6859
MEM 3160.312500 1725504186.7862
MEM 3160.312500 1725504186.8976
MEM 3074.980469 1725504186.9981
MEM 3077.558594 1725504187.0985
MEM 3103.339844 1725504187.1988
MEM 3103.339844 1725504187.2990
MEM 3103.339844 1725504187.3993
MEM 3160.308594 1725504187.4995
MEM 3074.980469 1725504187.5998
MEM 3076.011719 1725504187.7000
MEM 3103.339844 1725504187.8002
MEM 3103.339844 1725504187.9004
MEM 3103.339844 1725504188.0006
MEM 3151.332031 1725504188.1008
MEM 3160.312500 1725504188.2010
MEM 3074.980469 1725504188.3013
MEM 3074.980469 1725504188.4015
MEM 3076.269531 1725504188.5017
MEM 3103.339844 1725504188.6019
MEM 3103.339844 1725504188.7021
MEM 3103.339844 1725504188.8023
MEM 3160.312500 1725504188.9028
MEM 3160.312500 1725504189.0030
MEM 3074.980469 1725504189.1037
MEM 3077.945312 1725504189.2043
MEM 3103.339844 1725504189.3050
MEM 3103.339844 1725504189.4056
MEM 3103.339844 1725504189.5061
MEM 3127.339844 1725504189.6067
MEM 3160.312500 1725504189.7071
MEM 3074.980469 1725504189.8075
MEM 3077.042969 1725504189.9080
MEM 3103.339844 1725504190.0086
MEM 3103.339844 1725504190.1093
MEM 3103.339844 1725504190.2098
MEM 3160.312500 1725504190.3104
MEM 3074.980469 1725504190.4112
MEM 3074.980469 1725504190.5118
MEM 3078.718750 1725504190.6124
MEM 3103.339844 1725504190.7129
MEM 3103.339844 1725504190.8133
MEM 3103.339844 1725504190.9137
MEM 3160.312500 1725504191.0142
MEM 3160.312500 1725504191.1146
MEM 3074.980469 1725504191.2152
MEM 3077.816406 1725504191.3157
MEM 3103.339844 1725504191.4163
MEM 3103.339844 1725504191.5168
MEM 3103.339844 1725504191.6173
MEM 3160.312500 1725504191.7180
MEM 3074.980469 1725504191.8185
MEM 3074.980469 1725504191.9190
MEM 3077.945312 1725504192.0195
MEM 3103.339844 1725504192.1201
MEM 3103.339844 1725504192.2206
MEM 3103.339844 1725504192.3211
MEM 3160.312500 1725504192.4216
MEM 3160.312500 1725504192.5221
MEM 3074.980469 1725504192.6228
MEM 3077.687500 1725504192.7235
MEM 3103.339844 1725504192.8241
MEM 3103.339844 1725504192.9246
MEM 3103.339844 1725504193.0251
MEM 3160.312500 1725504193.1256
MEM 3074.980469 1725504193.2262
MEM 3074.980469 1725504193.3267
MEM 3078.332031 1725504193.4274
MEM 3103.339844 1725504193.5280
MEM 3103.339844 1725504193.6285
MEM 3103.339844 1725504193.7292
MEM 3160.312500 1725504193.8296
MEM 3074.980469 1725504193.9302
MEM 3076.656250 1725504194.0307
MEM 3103.339844 1725504194.1312
MEM 3103.339844 1725504194.2317
MEM 3103.339844 1725504194.3323
MEM 3160.312500 1725504194.4328
MEM 3074.980469 1725504194.5333
MEM 3075.753906 1725504194.6339
MEM 3103.339844 1725504194.7346
MEM 3103.339844 1725504194.8351
MEM 3103.339844 1725504194.9356
MEM 3160.308594 1725504195.0361
MEM 3074.980469 1725504195.1368
MEM 3077.015625 1725504195.2373
MEM 3103.312500 1725504195.3381
MEM 3103.312500 1725504195.4386
MEM 3103.312500 1725504195.5393
MEM 3103.312500 1725504195.6399
MEM 3160.175781 1725504195.7406
MEM 3074.980469 1725504195.8445
MEM 3075.769531 1725504195.9451
MEM 3092.656250 1725504196.0458
MEM 3103.355469 1725504196.1465
MEM 3103.359375 1725504196.2472
MEM 3103.359375 1725504196.3480
MEM 3160.371094 1725504196.4486
MEM 3074.980469 1725504196.5493
MEM 3076.023438 1725504196.6501
MEM 3103.222656 1725504196.7506
MEM 3103.351562 1725504196.8513
MEM 3103.359375 1725504196.9520
MEM 3160.269531 1725504197.0526
MEM 3160.269531 1725504197.1532
MEM 3074.980469 1725504197.2543
MEM 3076.914062 1725504197.3550
MEM 3103.339844 1725504197.4557
MEM 3103.339844 1725504197.5564
MEM 3103.339844 1725504197.6570
MEM 3160.312500 1725504197.7576
MEM 3160.312500 1725504197.8583
MEM 3074.980469 1725504197.9586
MEM 3078.332031 1725504198.0590
MEM 3103.339844 1725504198.1592
MEM 3103.339844 1725504198.2594
MEM 3132.816406 1725504198.3596
MEM 3160.312500 1725504198.4598
MEM 3074.980469 1725504198.5601
MEM 3077.687500 1725504198.6604
MEM 3103.339844 1725504198.7606
MEM 3103.339844 1725504198.8608
MEM 3103.339844 1725504198.9610
MEM 3103.339844 1725504199.0611
MEM 3160.312500 1725504199.1613
MEM 3074.980469 1725504199.2615
MEM 3076.527344 1725504199.3617
MEM 3103.339844 1725504199.4621
MEM 3103.339844 1725504199.5624
MEM 3103.339844 1725504199.6628
MEM 3160.312500 1725504199.7630
MEM 3160.312500 1725504199.8636
MEM 3074.980469 1725504199.9641
MEM 3078.589844 1725504200.0643
MEM 3103.339844 1725504200.1645
MEM 3103.339844 1725504200.2647
MEM 3103.339844 1725504200.3649
MEM 3121.339844 1725504200.4651
MEM 3160.312500 1725504200.5652
MEM 3074.980469 1725504200.6654
MEM 3076.785156 1725504200.7657
MEM 3103.339844 1725504200.8661
MEM 3103.339844 1725504200.9663
MEM 3103.339844 1725504201.0665
MEM 3160.312500 1725504201.1668
MEM 3160.312500 1725504201.2672
MEM 3074.980469 1725504201.3674
MEM 3078.074219 1725504201.4677
MEM 3103.339844 1725504201.5679
MEM 3103.339844 1725504201.6680
MEM 3132.042969 1725504201.7684
MEM 3160.312500 1725504201.8689
MEM 3074.980469 1725504201.9693
MEM 3078.203125 1725504202.0698
MEM 3103.339844 1725504202.1702
MEM 3103.339844 1725504202.2709
MEM 3103.339844 1725504202.3713
MEM 3160.312500 1725504202.4718
MEM 3160.312500 1725504202.5721
MEM 3074.980469 1725504202.6726
MEM 3077.300781 1725504202.7731
MEM 3103.339844 1725504202.8735
MEM 3103.339844 1725504202.9739
MEM 3103.339844 1725504203.0743
MEM 3160.308594 1725504203.1747
MEM 3160.308594 1725504203.2752
MEM 3074.980469 1725504203.3756
MEM 3078.203125 1725504203.4761
MEM 3103.339844 1725504203.5765
MEM 3103.339844 1725504203.6770
MEM 3103.339844 1725504203.7775
MEM 3160.312500 1725504203.8779
MEM 3074.980469 1725504203.9784
MEM 3076.785156 1725504204.0789
MEM 3103.339844 1725504204.1793
MEM 3103.339844 1725504204.2798
MEM 3103.339844 1725504204.3802
MEM 3160.312500 1725504204.4808
MEM 3074.980469 1725504204.5813
MEM 3076.011719 1725504204.6818
MEM 3103.339844 1725504204.7822
MEM 3103.339844 1725504204.8826
MEM 3103.339844 1725504204.9830
MEM 3160.312500 1725504205.0834
MEM 3074.980469 1725504205.1838
MEM 3074.980469 1725504205.2843
MEM 3078.460938 1725504205.3849
MEM 3103.339844 1725504205.4855
MEM 3103.339844 1725504205.5860
MEM 3103.339844 1725504205.6863
MEM 3103.339844 1725504205.7867
MEM 3160.312500 1725504205.8871
MEM 3074.980469 1725504205.9875
MEM 3076.527344 1725504206.0880
MEM 3103.339844 1725504206.1882
MEM 3103.339844 1725504206.2883
MEM 3103.339844 1725504206.3885
MEM 3139.332031 1725504206.4887
MEM 3160.312500 1725504206.5890
MEM 3074.980469 1725504206.6892
MEM 3076.785156 1725504206.7894
MEM 3103.339844 1725504206.8896
MEM 3103.339844 1725504206.9898
MEM 3103.339844 1725504207.0900
MEM 3103.339844 1725504207.1901
MEM 3160.312500 1725504207.2903
MEM 3074.980469 1725504207.3905
MEM 3076.527344 1725504207.4909
MEM 3103.339844 1725504207.5915
MEM 3103.339844 1725504207.6920
MEM 3103.339844 1725504207.7925
MEM 3103.339844 1725504207.8931
MEM 3160.371094 1725504207.9935
MEM 3074.980469 1725504208.0942
MEM 3074.980469 1725504208.1948
MEM 3078.554688 1725504208.2952
MEM 3103.304688 1725504208.3957
MEM 3103.304688 1725504208.4961
MEM 3103.304688 1725504208.5964
MEM 3160.242188 1725504208.6970
MEM 3074.980469 1725504208.7975
MEM 3075.882812 1725504208.8980
MEM 3094.187500 1725504208.9985
MEM 3103.339844 1725504209.0988
MEM 3103.339844 1725504209.1991
MEM 3103.339844 1725504209.2995
MEM 3160.226562 1725504209.3999
MEM 3074.980469 1725504209.5011
MEM 3076.503906 1725504209.6016
MEM 3103.316406 1725504209.7020
MEM 3103.316406 1725504209.8024
MEM 3103.316406 1725504209.9028
MEM 3139.230469 1725504210.0032
MEM 3160.371094 1725504210.1036
MEM 3074.980469 1725504210.2041
MEM 3076.718750 1725504210.3046
MEM 3103.273438 1725504210.4051
MEM 3103.273438 1725504210.5056
MEM 3103.273438 1725504210.6060
MEM 3160.152344 1725504210.7064
MEM 3160.152344 1725504210.8068
MEM 3074.980469 1725504210.9074
MEM 3077.042969 1725504211.0079
MEM 3103.339844 1725504211.1083
MEM 3103.339844 1725504211.2088
MEM 3103.339844 1725504211.3091
MEM 3160.308594 1725504211.4095
MEM 3074.980469 1725504211.5100
MEM 3076.527344 1725504211.6105
MEM 3103.339844 1725504211.7111
MEM 3103.339844 1725504211.8115
MEM 3103.339844 1725504211.9119
MEM 3160.308594 1725504212.0123
MEM 3160.308594 1725504212.1126
MEM 3074.980469 1725504212.2131
MEM 3078.460938 1725504212.3135
MEM 3103.339844 1725504212.4140
MEM 3103.339844 1725504212.5144
MEM 3103.339844 1725504212.6148
MEM 3160.312500 1725504212.7152
MEM 3074.980469 1725504212.8156
MEM 3075.496094 1725504212.9161
MEM 3087.097656 1725504213.0166
MEM 3103.339844 1725504213.1170
MEM 3103.339844 1725504213.2174
MEM 3103.339844 1725504213.3177
MEM 3160.312500 1725504213.4181
MEM 3074.980469 1725504213.5281
MEM 3076.656250 1725504213.6286
MEM 3103.339844 1725504213.7291
MEM 3103.339844 1725504213.8294
MEM 3103.339844 1725504213.9298
MEM 3160.312500 1725504214.0301
MEM 3160.312500 1725504214.1304
MEM 3074.980469 1725504214.2311
MEM 3077.300781 1725504214.3317
MEM 3103.339844 1725504214.4323
MEM 3103.339844 1725504214.5328
MEM 3103.339844 1725504214.6332
MEM 3103.339844 1725504214.7336
MEM 3160.371094 1725504214.8341
MEM 3074.980469 1725504214.9347
MEM 3075.933594 1725504215.0352
MEM 3097.824219 1725504215.1356
MEM 3103.359375 1725504215.2362
MEM 3103.359375 1725504215.3369
MEM 3160.128906 1725504215.4373
MEM 3074.980469 1725504215.5381
MEM 3075.753906 1725504215.6388
MEM 3103.339844 1725504215.7393
MEM 3103.339844 1725504215.8398
MEM 3103.359375 1725504215.9402
MEM 3125.457031 1725504216.0406
MEM 3160.371094 1725504216.1409
MEM 3074.980469 1725504216.2416
MEM 3076.679688 1725504216.3422
MEM 3103.234375 1725504216.4427
MEM 3103.234375 1725504216.5431
MEM 3103.234375 1725504216.6434
MEM 3160.339844 1725504216.7439
MEM 3074.980469 1725504216.8451
MEM 3075.496094 1725504216.9455
MEM 3085.292969 1725504217.0460
MEM 3103.339844 1725504217.1465
MEM 3103.339844 1725504217.2471
MEM 3132.042969 1725504217.3476
MEM 3160.312500 1725504217.4481
MEM 3074.980469 1725504217.5486
MEM 3080.652344 1725504217.6491
MEM 3103.339844 1725504217.7494
MEM 3103.339844 1725504217.8498
MEM 3103.339844 1725504217.9502
MEM 3160.312500 1725504218.0505
MEM 3074.980469 1725504218.1510
MEM 3077.816406 1725504218.2515
MEM 3103.339844 1725504218.3519
MEM 3103.339844 1725504218.4523
MEM 3103.339844 1725504218.5526
MEM 3160.312500 1725504218.6530
MEM 3074.980469 1725504218.7535
MEM 3080.265625 1725504218.8539
MEM 3103.339844 1725504218.9544
MEM 3103.339844 1725504219.0548
MEM 3133.328125 1725504219.1552
MEM 3160.308594 1725504219.2556
MEM 3075.367188 1725504219.3563
MEM 3087.871094 1725504219.4567
MEM 3103.339844 1725504219.5571
MEM 3103.339844 1725504219.6575
MEM 3103.339844 1725504219.7580
MEM 3160.312500 1725504219.8583
MEM 3074.980469 1725504219.9588
MEM 3075.496094 1725504220.0593
MEM 3094.703125 1725504220.1598
MEM 3103.339844 1725504220.2602
MEM 3103.339844 1725504220.3605
MEM 3160.312500 1725504220.4609
MEM 3160.312500 1725504220.5613
MEM 3074.980469 1725504220.6617
MEM 3078.203125 1725504220.7623
MEM 3103.339844 1725504220.8628
MEM 3103.339844 1725504220.9633
MEM 3103.339844 1725504221.0637
MEM 3160.312500 1725504221.1641
MEM 3074.980469 1725504221.2648
MEM 3077.816406 1725504221.3653
MEM 3103.339844 1725504221.4657
MEM 3103.339844 1725504221.5661
MEM 3103.339844 1725504221.6664
MEM 3160.222656 1725504221.7669
MEM 3074.980469 1725504221.8675
MEM 3075.601562 1725504221.9680
MEM 3094.679688 1725504222.0685
MEM 3103.316406 1725504222.1690
MEM 3103.316406 1725504222.2695
MEM 3103.316406 1725504222.3699
MEM 3160.371094 1725504222.4703
MEM 3074.980469 1725504222.5708
MEM 3078.320312 1725504222.6714
MEM 3103.328125 1725504222.7718
MEM 3103.328125 1725504222.8722
MEM 3103.328125 1725504222.9726
MEM 3160.261719 1725504223.0729
MEM 3074.980469 1725504223.1735
MEM 3076.656250 1725504223.2740
MEM 3103.339844 1725504223.3744
MEM 3103.339844 1725504223.4749
MEM 3103.339844 1725504223.5753
MEM 3160.312500 1725504223.6756
MEM 3074.980469 1725504223.7761
MEM 3075.496094 1725504223.8766
MEM 3085.292969 1725504223.9770
MEM 3103.339844 1725504224.0774
MEM 3103.339844 1725504224.1778
MEM 3129.339844 1725504224.2782
MEM 3160.312500 1725504224.3785
MEM 3074.980469 1725504224.4790
MEM 3078.203125 1725504224.5795
MEM 3103.339844 1725504224.6799
MEM 3103.339844 1725504224.7803
MEM 3103.339844 1725504224.8806
MEM 3160.312500 1725504224.9811
MEM 3097.898438 1725504225.0817
MEM 3074.980469 1725504225.1822
MEM 3080.394531 1725504225.2827
MEM 3103.339844 1725504225.3830
MEM 3103.339844 1725504225.4834
MEM 3103.339844 1725504225.5839
MEM 3160.312500 1725504225.6843
MEM 3074.980469 1725504225.7849
MEM 3075.625000 1725504225.8855
MEM 3089.417969 1725504225.9860
MEM 3103.339844 1725504226.0865
MEM 3103.339844 1725504226.1869
MEM 3160.312500 1725504226.2873
MEM 3133.898438 1725504226.3880
MEM 3074.980469 1725504226.4884
MEM 3079.363281 1725504226.5887
MEM 3103.339844 1725504226.6889
MEM 3103.339844 1725504226.7890
MEM 3103.339844 1725504226.8892
MEM 3160.308594 1725504226.9893
MEM 3074.980469 1725504227.0895
MEM 3076.339844 1725504227.1898
MEM 3103.281250 1725504227.2899
MEM 3103.281250 1725504227.3901
MEM 3103.281250 1725504227.4902
MEM 3160.156250 1725504227.5904
MEM 3074.980469 1725504227.6906
MEM 3075.488281 1725504227.7908
MEM 3092.117188 1725504227.8910
MEM 3103.332031 1725504227.9911
MEM 3103.332031 1725504228.0913
MEM 3160.296875 1725504228.1914
MEM 3160.371094 1725504228.2916
MEM 3074.980469 1725504228.3919
MEM 3078.382812 1725504228.4921
MEM 3103.359375 1725504228.5923
MEM 3103.359375 1725504228.6925
MEM 3103.359375 1725504228.7926
MEM 3160.285156 1725504228.8928
MEM 3074.980469 1725504228.9930
MEM 3077.816406 1725504229.0933
MEM 3103.339844 1725504229.1935
MEM 3103.339844 1725504229.2937
MEM 3103.339844 1725504229.3938
MEM 3160.312500 1725504229.4940
MEM 3074.980469 1725504229.5942
MEM 3077.171875 1725504229.6945
MEM 3103.339844 1725504229.7947
MEM 3103.339844 1725504229.8949
MEM 3103.339844 1725504229.9951
MEM 3160.312500 1725504230.0953
MEM 3074.980469 1725504230.1955
MEM 3075.238281 1725504230.2958
MEM 3087.468750 1725504230.3960
MEM 3103.359375 1725504230.4961
MEM 3103.359375 1725504230.5964
MEM 3111.457031 1725504230.6966
MEM 3160.359375 1725504230.7968
MEM 3074.980469 1725504230.8970
MEM 3077.648438 1725504230.9977
MEM 3103.300781 1725504231.0980
MEM 3103.300781 1725504231.1982
MEM 3103.300781 1725504231.2984
MEM 3160.234375 1725504231.3986
MEM 3074.980469 1725504231.4988
MEM 3076.101562 1725504231.5990
MEM 3096.726562 1725504231.6993
MEM 3103.300781 1725504231.7995
MEM 3103.300781 1725504231.8996
MEM 3157.457031 1725504231.9998
MEM 3160.195312 1725504232.1000
MEM 3074.980469 1725504232.2002
MEM 3077.945312 1725504232.3004
MEM 3103.339844 1725504232.4006
MEM 3103.339844 1725504232.5007
MEM 3103.339844 1725504232.6009
MEM 3160.312500 1725504232.7010
MEM 3074.980469 1725504232.8013
MEM 3076.785156 1725504232.9015
MEM 3103.339844 1725504233.0017
MEM 3103.339844 1725504233.1018
MEM 3103.339844 1725504233.2020
MEM 3160.312500 1725504233.3022
MEM 3074.980469 1725504233.4025
MEM 3076.140625 1725504233.5027
MEM 3098.183594 1725504233.6030
MEM 3103.339844 1725504233.7031
MEM 3103.339844 1725504233.8034
MEM 3111.339844 1725504233.9035
MEM 3160.312500 1725504234.0037
MEM 3074.980469 1725504234.1039
MEM 3077.687500 1725504234.2046
MEM 3103.339844 1725504234.3052
MEM 3103.339844 1725504234.4058
MEM 3103.339844 1725504234.5063
MEM 3160.308594 1725504234.6068
MEM 3160.308594 1725504234.7075
MEM 3074.980469 1725504234.8082
MEM 3078.074219 1725504234.9088
MEM 3103.339844 1725504235.0091
MEM 3103.339844 1725504235.1097
MEM 3103.339844 1725504235.2103
MEM 3151.332031 1725504235.3108
MEM 3160.312500 1725504235.4113
MEM 3074.980469 1725504235.5119
MEM 3078.074219 1725504235.6124
MEM 3103.339844 1725504235.7129
MEM 3103.339844 1725504235.8132
MEM 3103.339844 1725504235.9136
MEM 3160.312500 1725504236.0137
MEM 3074.980469 1725504236.1141
MEM 3077.042969 1725504236.2145
MEM 3103.339844 1725504236.3147
MEM 3103.339844 1725504236.4149
MEM 3103.339844 1725504236.5151
MEM 3160.312500 1725504236.6152
MEM 3074.980469 1725504236.7154
MEM 3076.527344 1725504236.8158
MEM 3103.339844 1725504236.9160
MEM 3103.339844 1725504237.0162
MEM 3103.339844 1725504237.1163
MEM 3160.312500 1725504237.2165
MEM 3074.980469 1725504237.3167
MEM 3075.980469 1725504237.4170
MEM 3094.027344 1725504237.5172
MEM 3103.308594 1725504237.6173
MEM 3103.308594 1725504237.7175
MEM 3160.371094 1725504237.8180
MEM 3160.371094 1725504237.9185
MEM 3075.289062 1725504238.0191
MEM 3089.082031 1725504238.1196
MEM 3103.261719 1725504238.2200
MEM 3103.261719 1725504238.3205
MEM 3160.156250 1725504238.4209
MEM 3160.156250 1725504238.5217
MEM 3074.980469 1725504238.6224
MEM 3078.074219 1725504238.7231
MEM 3103.359375 1725504238.8238
MEM 3103.359375 1725504238.9244
MEM 3103.359375 1725504239.0251
MEM 3160.371094 1725504239.1256
MEM 3074.980469 1725504239.2261
MEM 3075.492188 1725504239.3266
MEM 3088.753906 1725504239.4273
MEM 3103.351562 1725504239.5304
MEM 3103.351562 1725504239.6313
MEM 3103.359375 1725504239.7318
MEM 3160.371094 1725504239.8323
MEM 3074.980469 1725504239.9329
MEM 3076.101562 1725504240.0335
MEM 3094.406250 1725504240.1342
MEM 3103.300781 1725504240.2347
MEM 3103.300781 1725504240.3351
MEM 3160.234375 1725504240.4356
MEM 3074.980469 1725504240.5362
MEM 3074.980469 1725504240.6365
MEM 3081.425781 1725504240.7367
MEM 3103.339844 1725504240.8369
MEM 3103.339844 1725504240.9370
MEM 3103.339844 1725504241.0372
MEM 3160.312500 1725504241.1373
MEM 3074.980469 1725504241.2377
MEM 3077.687500 1725504241.3379
MEM 3103.339844 1725504241.4382
MEM 3103.339844 1725504241.5383
MEM 3103.339844 1725504241.6385
MEM 3160.312500 1725504241.7386
MEM 3160.312500 1725504241.8388
MEM 3074.980469 1725504241.9390
MEM 3077.816406 1725504242.0396
MEM 3103.339844 1725504242.1400
MEM 3103.339844 1725504242.2403
MEM 3103.339844 1725504242.3405
MEM 3160.308594 1725504242.4407
MEM 3160.308594 1725504242.5409
MEM 3075.625000 1725504242.6411
MEM 3096.765625 1725504242.7413
MEM 3103.339844 1725504242.8415
MEM 3103.339844 1725504242.9416
MEM 3103.339844 1725504243.0419
MEM 3160.312500 1725504243.1420
MEM 3074.980469 1725504243.2423
MEM 3077.042969 1725504243.3425
MEM 3103.339844 1725504243.4427
MEM 3103.339844 1725504243.5429
MEM 3103.339844 1725504243.6431
MEM 3160.312500 1725504243.7433
MEM 3160.312500 1725504243.8435
MEM 3075.109375 1725504243.9437
MEM 3083.488281 1725504244.0441
MEM 3103.339844 1725504244.1443
MEM 3103.339844 1725504244.2445
MEM 3103.339844 1725504244.3448
MEM 3160.312500 1725504244.4450
MEM 3074.980469 1725504244.5452
MEM 3074.980469 1725504244.6454
MEM 3086.667969 1725504244.7456
MEM 3103.296875 1725504244.8457
MEM 3103.296875 1725504244.9462
MEM 3107.453125 1725504245.0466
MEM 3160.179688 1725504245.1470
MEM 3074.980469 1725504245.2475
MEM 3077.300781 1725504245.3481
MEM 3103.339844 1725504245.4488
MEM 3103.339844 1725504245.5491
MEM 3103.339844 1725504245.6494
MEM 3160.312500 1725504245.7496
MEM 3160.312500 1725504245.8499
MEM 3074.980469 1725504245.9502
MEM 3078.332031 1725504246.0505
MEM 3103.339844 1725504246.1506
MEM 3103.339844 1725504246.2508
MEM 3103.339844 1725504246.3511
MEM 3160.312500 1725504246.4512
MEM 3074.980469 1725504246.5515
MEM 3075.367188 1725504246.6517
MEM 3102.953125 1725504246.7520
MEM 3103.339844 1725504246.8521
MEM 3103.339844 1725504246.9523
MEM 3160.312500 1725504247.0525
MEM 3074.980469 1725504247.1527
MEM 3075.496094 1725504247.2529
MEM 3094.445312 1725504247.3531
MEM 3103.339844 1725504247.4533
MEM 3103.339844 1725504247.5535
MEM 3160.312500 1725504247.6537
MEM 3074.980469 1725504247.7543
MEM 3074.980469 1725504247.8545
MEM 3080.265625 1725504247.9547
MEM 3103.339844 1725504248.0549
MEM 3103.339844 1725504248.1551
MEM 3127.339844 1725504248.2552
MEM 3160.312500 1725504248.3554
MEM 3074.980469 1725504248.4557
MEM 3076.914062 1725504248.5561
MEM 3103.339844 1725504248.6564
MEM 3103.339844 1725504248.7565
MEM 3103.339844 1725504248.8567
MEM 3160.312500 1725504248.9568
MEM 3074.980469 1725504249.0570
MEM 3077.042969 1725504249.1572
MEM 3103.339844 1725504249.2574
MEM 3103.339844 1725504249.3575
MEM 3103.339844 1725504249.4579
MEM 3160.312500 1725504249.5585
MEM 3074.980469 1725504249.6591
MEM 3076.398438 1725504249.7596
MEM 3103.339844 1725504249.8600
MEM 3103.339844 1725504249.9604
MEM 3103.339844 1725504250.0606
MEM 3160.308594 1725504250.1608
MEM 3160.308594 1725504250.2609
MEM 3074.980469 1725504250.3612
MEM 3076.734375 1725504250.4615
MEM 3103.289062 1725504250.5618
MEM 3103.289062 1725504250.6619
MEM 3103.289062 1725504250.7621
MEM 3149.457031 1725504250.8622
MEM 3160.187500 1725504250.9624
MEM 3074.980469 1725504251.0630
MEM 3075.238281 1725504251.1633
MEM 3078.976562 1725504251.2635
MEM 3103.339844 1725504251.3636
MEM 3103.339844 1725504251.4639
MEM 3103.339844 1725504251.5641
MEM 3160.312500 1725504251.6643
MEM 3149.898438 1725504251.7646
MEM 3074.980469 1725504251.8649
MEM 3084.132812 1725504251.9652
MEM 3103.339844 1725504252.0654
MEM 3103.339844 1725504252.1655
MEM 3103.339844 1725504252.2656
MEM 3160.312500 1725504252.3658
MEM 3074.980469 1725504252.4661
MEM 3080.652344 1725504252.5663
MEM 3103.339844 1725504252.6665
MEM 3103.339844 1725504252.7666
MEM 3103.339844 1725504252.8668
MEM 3160.312500 1725504252.9669
MEM 3074.980469 1725504253.0671
MEM 3078.589844 1725504253.1673
MEM 3103.339844 1725504253.2675
MEM 3103.339844 1725504253.3676
MEM 3103.339844 1725504253.4678
MEM 3160.312500 1725504253.5680
MEM 3074.980469 1725504253.6683
MEM 3077.429688 1725504253.7686
MEM 3103.339844 1725504253.8688
MEM 3103.339844 1725504253.9690
MEM 3103.339844 1725504254.0691
MEM 3160.312500 1725504254.1693
MEM 3074.980469 1725504254.2695
MEM 3075.882812 1725504254.3698
MEM 3103.210938 1725504254.4700
MEM 3103.339844 1725504254.5702
MEM 3103.339844 1725504254.6703
MEM 3160.312500 1725504254.7705
MEM 3160.312500 1725504254.8706
MEM 3074.980469 1725504254.9708
MEM 3078.273438 1725504255.0711
MEM 3103.281250 1725504255.1716
MEM 3103.359375 1725504255.2720
MEM 3103.359375 1725504255.3724
MEM 3160.371094 1725504255.4728
MEM 3160.371094 1725504255.5733
MEM 3074.980469 1725504255.6737
MEM 3076.796875 1725504255.7741
MEM 3103.351562 1725504255.8744
